id,title,description,link,image_link,availability,price,sale_price,brand,condition,google_product_category,product_type,identifier_exists,gtin,mpn,material,color,shipping_weight
TYP-B01,Petra Punch Bej Yastık Kılıfı,Petra koleksiyonundan zarif tasarımlı ve kaliteli kumaşlı yastık kılıfları. Ürün Bilgisi Ürün: Yastık Kılıfı Ölçüler: 45 cm x 45 cm Kumaş: Koton Not: Ürün yastık kılıfından oluşmaktadır ve adet fiyatıdır.,https://www.laledevri.com.tr/shop/petra-punch-bej-yastik-kilifi/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0097.jpg,in stock,3272.73 TRY,,Lale Devri,new,569,Bed Textile,no,,,Cotton,,
GT45,Venedik Tepsi 2’li,Tepsi serisinden Venedik 2’li. Sofralarınızda yerini almaya hazır zerafet.,https://www.laledevri.com.tr/shop/venedik-tepsi-2li/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0157.jpg,in stock,25155.00 TRY,,Lale Devri,new,4009,Venice > Serving Trays,no,,,Silver Plated,,
GT39,Venedik Tepsi 20x20cm,"Özel davetlerde, kahve sunumlarında veya dekoratif amaçlı kullanımda fark yaratan bu tepsi; zamansız tasarımı sayesinde klasik ve modern dekorasyonlarla kusursuz uyum sağlar. Bu özel tasarım gümüş kaplama tepsi, sofistike yaşam alanlarına estetik bir dokunuş katmak için tasarlanmıştır.",https://www.laledevri.com.tr/shop/venedik-tepsi-20x20cm/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0089.jpg,in stock,11739.00 TRY,,Lale Devri,new,4009,Venice > Serving Trays,no,,,Silver Plated,,
GTÇ4,Sade Çelik Tepsi 20x20cm,Tepsi serisinden Sade Çelik. Sofralarınızda yerini almaya hazır zerafet.,https://www.laledevri.com.tr/shop/sade-celik-tepsi-20x20cm/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0156.jpg,in stock,1032.00 TRY,,Lale Devri,new,4009,,no,,,Stainless Steel,,
GL27,Lalezar Çorba Kepçesi,"Lalezar Gümüş Kaplama Çorba Kepçesi, estetik ve üstün işçiliği ile öne çıkar. Geniş ve dengeli kepçe formu sayesinde çorba servisinde maksimum konfor sunarken, göz alıcı gümüş kaplama yüzeyi ile sunumlarınıza prestij kazandırır. Dayanıklı malzeme sayesinde uzun ömürlü kullanım sunan bu özel parça, lüks sofraların vazgeçilmez bir unsurudur. Özel davetler ve rafine yaşam tarzını benimseyenler için tasarlanan Lalezar Çorba Kepçesi, şıklığı ve fonksiyonelliği bir araya getirir.",https://www.laledevri.com.tr/shop/lalezar-corba-kepcesi/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0155.jpg,in stock,27477.00 TRY,,Lale Devri,new,3802,Lalezar > Serving Pieces,no,,,Silver Plated,,
GL26,Lalezar Sos Kepçesi,Lalezar serisinden Sos Kepçesi. Sofralarınızda yerini almaya hazır zarafet.,https://www.laledevri.com.tr/shop/lalezar-sos-kepcesi/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0154.jpg,in stock,11997.00 TRY,,Lale Devri,new,675,Lalezar,no,,,Silver Plated,,
GL20,Lalezar Meze Geniş Spatula,"Lalezar Gümüş Kaplama Geniş Meze Spatula, zarif sunumları bir sanat eserine dönüştürmek isteyenler için tasarlandı. Geniş spatula formu mezelerin, sosların ve özel lezzetlerin kolayca servis edilmesini sağlar. Sofralarınıza sofistike bir dokunuş katan bu özel parça, davetlerden günlük kullanıma kadar her anı daha şık hale getirir. Lalezar Serisi, adını Lale Devri’nde Osmanlı’nın batılaşma sürecinde, zevk ve estetik anlayışını yansıtan kültürel bir sembol olan Lalezar’dan almaktadır.",https://www.laledevri.com.tr/shop/lalezar-meze-genis-spatula/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0153.jpg,in stock,8707.50 TRY,,Lale Devri,new,3802,Lalezar > Serving Pieces,no,,,Silver Plated,,
GL01,Lalezar Pasta Çatalı Gümüş Kaplama,"Özel sunumların ve seçkin sofraların zarif tamamlayıcısı olan Lalezar Pasta Çatalı Gümüş Kaplama , estetik ve fonksiyonelliği bir arada sunar. İnce detaylarla tasarlanmış formu ve parlak gümüş kaplama yüzeyi, her pasta servisinde sofistike bir şıklık sağlar. Lalezar Koleksiyonu, adını Lale Devri’nde Osmanlı’nın batılaşma sürecinde, zevk ve estetik anlayışını yansıtan kültürel bir sembol olan Lalezar’dan almaktadır.",https://www.laledevri.com.tr/shop/lalezar-pasta-catali-gumus-kaplama/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0042.jpg,out of stock,3870.00 TRY,,Lale Devri,new,4015,Lalezar > Forks,no,,,Silver Plated,,
GC28,Çırağan Salata Servis Takımı Gümüş Kaplama,"Çırağan Gümüş Kaplama Salata Servis Takımı, sofralarda zarafeti ve prestiji bir araya getiren özel bir tasarımdır. İnce işçilikle üretilmiş gümüş kaplama yüzeyi, klasik estetiği modern dokunuşlarla buluşturur. Salata servisinde şıklığı ön planda tutan bu çatal ve kaşık seti, davet sofraları ve özel organizasyonlar için ideal bir seçimdir. Çırağan Koleksiyonu, adını 18.yüzyılda Lale Devri’nin en önemli simgelerinden sayılan Çırağan Sarayı’ndan almaktadır.",https://www.laledevri.com.tr/shop/ciragan-salata-servis-takimi-gumus-kaplama/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0152.jpg,in stock,31605.00 TRY,,Lale Devri,new,3802,Ciragan > Serving Pieces,no,,,Silver Plated,,
GC27,Çırağan Çorba Kepçesi Gümüş Kaplama,"Sofralarda zarafetin ve ihtişamın en güçlü tamamlayıcılarından biri olan Çırağan Gümüş Kaplama Çorba Kepçesi, estetik tasarımı ve üstün işçiliği ile öne çıkar. Geniş ve dengeli kepçe formu sayesinde çorba servisinde maksimum konfor sunarken, göz alıcı gümüş kaplama yüzeyi ile sunumlarınıza prestij kazandırır. Özel davetler ve rafine yaşam tarzını benimseyenler için tasarlanan Çırağan Çorba Kepçesi, şıklığı ve fonksiyonelliği bir araya getirir. Çırağan Koleksiyonu, adını 18.yüzyılda Lale Devri’nin en önemli simgelerinden sayılan Çırağan Sarayı’ndan almaktadır.",https://www.laledevri.com.tr/shop/ciragan-corba-kepcesi-gumus-kaplama/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0151.jpg,in stock,31605.00 TRY,,Lale Devri,new,3802,Ciragan > Serving Pieces,no,,,Silver Plated,,
GC16,Çırağan Lale Maşa Gümüş Kaplama,Çırağan Lale Maşa Gümüş Kaplama,https://www.laledevri.com.tr/shop/ciragan-lale-masa-gumus-kaplama/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0150.jpg,in stock,22252.50 TRY,,Lale Devri,new,3802,Ciragan > Serving Pieces,no,,,Silver Plated,,
GC12,Çırağan Çay Kaşığı Gümüş Kaplama,"Çırağan Çay Kaşığı Gümüş Kaplama, Osmanlı zarafetini modern sofralara taşıyan özel tasarımıyla dikkat çeker. Gümüş kaplama yüzeyi sayesinde hem estetik hem de dayanıklı bir kullanım sunar. Günlük çay keyfinizden özel davet sofralarınıza kadar her anınıza şıklık katar. İnce işçiliği ve dengeli yapısı ile elde rahat bir tutuş sağlar. Çırağan Koleksiyonu, adını 18.yüzyılda Lale Devri’nin en önemli simgelerinden sayılan Çırağan Sarayı’ndan almaktadır.",https://www.laledevri.com.tr/shop/ciragan-cay-kasigi-gumus-kaplama/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0149.jpg,in stock,2881.00 TRY,,Lale Devri,new,3939,Ciragan > Spoons,no,,,Silver Plated,,
GC09,Çırağan Yemek Bıçağı 24cm Gümüş Kaplama,"Çırağan Yemek Bıçağı 24 cm Gümüş kaplama, zarif tasarımı ve üstün işçiliğiyle seçkin sofralar için tasarlanmıştır. Dengeli yapısı ve ergonomik formu sayesinde yemek servisinde hem estetik hem de konforlu bir kullanım sunar. Adını 18. Yüzyıl Lale Devri’nin en görkemli simgelerinden biri olan Çırağan Sarayı’ndan alan Çırağan Koleksiyonu, incelikli işlenmiş detayları ve kaliteli gümüş kaplamasıyla zamansız bir şıklık sunar. Çırağan Yemek Bıçağı, aynı serinin yemek çatalı ve yemek kaşığıyla mükemmel uyum sağlayarak hem günlük sofralarda hem de özel davetlerde sofistike bir sofra düzeni oluşturmanıza yardımcı olur.",https://www.laledevri.com.tr/shop/ciragan-yemek-bicagi-24cm-gumus-kaplama/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0056.jpg,in stock,8815.00 TRY,,Lale Devri,new,3844,Ciragan > Cutlery Sets,no,,,Silver Plated,,
GC07,Çırağan Pasta Bıçağı Gümüş Kaplama,"Çırağan Pasta Bıçağı Gümüş Kaplama, zarif tasarımı ve ince işçiliğiyle tatlı sunumlarına seçkin bir dokunuş katmak için tasarlanmıştır. Dengeli yapısı ve ergonomik formu sayesinde pasta, tatlı ve özel sunumlarda konforlu bir kullanım sağlar. Adını 18.yüzyıl Lale Devri’nin en görkemli simgelerinden biri olan Çırağan Sarayı’ndan alan Çırağan Koleksiyonu, özenle uygulanan gümüş kaplaması ve zarif detaylarıyla sofralarınıza zamansız bir şıklık katar. Çırağan Pasta Bıçağı, aynı serisin pasta çatalı ve diğer sofra ürünleriyle kusursuz bir uyum sağlayarak hem günlük tatlı sunumlarında hem de özel davet sofralarında rafine bir atmosfer oluşturur.",https://www.laledevri.com.tr/shop/ciragan-pasta-bicagi-gumus-kaplama/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0058.jpg,in stock,5461.00 TRY,,Lale Devri,new,3844,Ciragan > Cutlery Sets,no,,,Silver Plated,Silver,
GC05,Çırağan Yemek Kaşığı 20cm Gümüş Kaplama,"Çırağan Yemek Kaşığı 20 cm Gümüş Kaplama, zarif tasarımı ve üstün işçiliğiyle seçkin sofralar için tasarlanmıştır. Dengeli yapısı ve ergonomik formu sayesinde yemek servisinde hem estetik hem de konforlu bir kullanım sunar. Adını 18. Yüzyıl Lale Devri’nin en görkemli simgelerinden biri olan Çırağan Sarayı’ndan alan Çırağan Koleksiyonu, incelikli işlenmiş detayları ve kaliteli gümüş kaplamasıyla zamansız bir şıklık sunar. Çırağan Yemek Kaşığı 20 cm, aynı serinin yemek çatalı ve yemek bıçağıyla mükemmel uyum sağlayarak hem günlük sofralarda hem de özel davetlerde sofistike bir sofra düzeni oluşturmanıza yardımcı olur.",https://www.laledevri.com.tr/shop/ciragan-yemek-kasigi-20cm-gumus-kaplama/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0148.jpg,in stock,9567.50 TRY,,Lale Devri,new,3939,Ciragan > Cutlery Sets,no,,,Silver Plated,Silver,
GC04,Çırağan Pasta Kaşığı Gümüş Kaplama,"Çırağan Pasta Kaşığı Gümüş Kaplama, zarif tasarımı ve ince işçiliğiyle tatlı sunumlarına seçkin bir dokunuş katmak için tasarlanmıştır. Dengeli yapısı ve ergonomik formu sayesinde pasta, tatlı ve özel sunumlarda konforlu bir kullanım sağlar. Adını 18.yüzyıl Lale Devri’nin en görkemli simgelerinden biri olan Çırağan Sarayı’ndan alan Çırağan Koleksiyonu, özenle uygulanan gümüş kaplaması ve zarif detaylarıyla sofralarınıza zamansız bir şıklık katar. Çırağan Pasta Kaşığı, aynı serisin pasta çatalı ve diğer sofra ürünleriyle kusursuz bir uyum sağlayarak hem günlük tatlı sunumlarında hem de özel davet sofralarında rafine bir atmosfer oluşturur.",https://www.laledevri.com.tr/shop/ciragan-pasta-kasigi-gumus-kaplama/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0060.jpg,in stock,4450.50 TRY,,Lale Devri,new,3939,Ciragan > Cutlery Sets,no,,,Silver Plated,Silver,
GC03,Çırağan Yemek Çatalı 21cm Gümüş Kaplama,"Çırağan Yemek Çatalı 21 cm Gümüş kaplama, zarif tasarımı ve dengeli formuyla sofistike sofralar için tasarlanmıştır. İncelikle işlenmiş detayları ve kaliteli gümüş kaplamasıyla her kullanımda estetik ve konforu bir araya getirir. Adını, 18.yüzyıl Lale Devri’nin en görkemli simgelerinden biri olan Çırağan Sarayı’ndan almıştır. Yemek kaşığı, yemek bıçağı ve diğer Çırağan Koleksiyon parçalarıyla kusursuz bir uyum sağlayarak davet sofralarınıza seçkin bir atmosfer kazandırır.",https://www.laledevri.com.tr/shop/ciragan-yemek-catali-21cm-gumus-kaplama/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0061.jpg,in stock,10234.00 TRY,,Lale Devri,new,4015,Ciragan > Cutlery Sets,no,,,Silver Plated,Silver,
GC01,Çırağan Pasta Çatalı Gümüş Kaplama,"Çırağan Pasta Çatalı Gümüş Kaplama, tatlılar, salatalar veya başlangıçlar için kullanılmak üzere tatlı kaşığı ve bıçak ile kombinlenebilir. Çırağan Serisi, adını 18.yüzyılda Lale Devri’nin en önemli simgelerinden sayılan Çırağan Sarayı’ndan almaktadır.",https://www.laledevri.com.tr/shop/ciragan-pasta-catali-gumus-kaplama/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0063.jpg,in stock,4450.50 TRY,,Lale Devri,new,4015,Ciragan > Cutlery Sets,no,,,Silver Plated,Silver,
GO16,Orkide Mum Kapağı Gümüş Kaplama,"Zarafetin ve estetik detayların buluştuğu Orkide Mum Kapağı Gümüş Kaplama, yaşam alanlarına sofistike bir dokunuş katmak için tasarlanmıştır. İncelikle işlenmiş orkide motifleri ve göz alıcı gümüş kaplama yüzeyi, dekorasyonunuza lüks ve seçkin bir görünüm kazandırır. Dekoratif mumların şıklığını tamamlayan bu özel tasarım kapak, yalnızca koruyucu bir aksesuar olmanın ötesinde, bulunduğu ortama estetik değer katan prestijli bir dekorasyon unsurudur. Orkidenin zarafetini gümüşün asil ışıltısıyla buluşturan bu özel parça, dekorasyonunda kalite ve detay arayanlar için tasarlanmıştır. Ürün Ölçüsü: Çap: 8,5 cm",https://www.laledevri.com.tr/shop/orkide-mum-kapagi-gumus-kaplama/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0165.jpg,in stock,1763.00 TRY,,Lale Devri,new,696,Orkide,no,,,Silver Plated,Silver,
GO12,Orkide Şelale Çerezlik,Orkide Şelale Çerezlik,https://www.laledevri.com.tr/shop/orkide-selale-cerezlik/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0146.jpg,in stock,52417.00 TRY,,Lale Devri,new,3802,Orkide > Serving Plates,no,,,Silver Plated,,
GO6,Orkide Çiçeklik Gümüş Kaplama,"Doğanın zarafetinden ilham alan Orkide Çiçeklik Gümüş Kaplama, yaşam alanlarına estetik ve prestij kazandırmak için tasarlanmıştır. Gövdesini süsleyen zarif orkide motifleri, gümüş kaplamanın göz alıcı parlaklığıyla birleşerek dekorasyona sofistike bir karakter kazandırır. Taze çiçekler, yapay aranjmanlar veya tek başına dekoratif bir obje olarak kullanılabilen bu özel tasarım çiçeklik, klasik ve modern mekanlarla kusursuz uyum sağlar. İnce işçiliği ve seçkin detaylarıyla dikkat çeken Orkide Çiçeklik, ev dekorasyonundan otel ve davet mekanlarına kadar farklı kullanım alanlarına lüks bir görünüm sunar. Zamansız tasarımıyla dekorasyonun vazgeçilmez parçalarından biri olmaya aday olan bu özel ürün, yaşam alanlarına sanatsal bir dokunuş katarken seçkin zevklerin de bir yansımasıdır. Ürün Ölçüleri: Çap: 11 cm Yükseklik: 15 cm Gram: 275 gr",https://www.laledevri.com.tr/shop/orkide-ciceklik-gumus-kaplama/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0145.jpg,in stock,8385.00 TRY,,Lale Devri,new,602,Orkide > Vases,no,,,Silver Plated,,
GCB02,Casablanca Vazo,"Zamansız tasarımı ve parlak yüzeyiyle Casablanca Vazo, yaşam alanlarına sofistike bir ışıltı katar. Gümüş kaplama gövdesi, modern ve klasik dekorasyonlarla kusursuz uyum sağlar. Bu özel tasarım, Casablanca Serisi’nin seçkin bir parçası olarak koleksiyon bütünlüğünü yansıtır. Tek başına dekoratif obje olarak ya da çiçek aranjmanlarıyla birlikte zarif bir vurgu oluşturur.",https://www.laledevri.com.tr/shop/casablanca-vazo/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0144.jpg,in stock,20984.00 TRY,,Lale Devri,new,602,Casablanca > Vases,no,,,Silver Plated,,
GCB01,Casablanca Oval Çiçeklik,"Casablanca Oval Çiçeklik, yaşam alanlarına sofistike bir dokunuş katar. Modern ve klasik dekorasyon stilleriyle uyum sağlayan tasarımı, çiçek aranjmanlarını şık bir sunuma dönüştürür. Bu özel parça, Casablanca Serisi’nin bütüncül estetiğini yansıtan seçkin tasarımlarından biridir. Tek başına dekoratif obje olarak ya da masa ve konsol üzerinde tamamlayıcı aksesuar olarak kullanılabilir.",https://www.laledevri.com.tr/shop/casablanca-oval-ciceklik/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0143.jpg,in stock,31433.00 TRY,,Lale Devri,new,602,Casablanca > Vases,no,,,Silver Plated,,
GVn14,Venedik Kapaklı Şekerlik,Venedik serisinden Kapaklı Şekerlik. Ürün Ölçüler Yükseklik: 8 cm Çap: 14 cm Ağırlık: 528 gr,https://www.laledevri.com.tr/shop/venedik-kapakli-sekerlik/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0142.jpg,in stock,12986.00 TRY,,Lale Devri,new,3498,Venice > Glassware and Bowls,no,,,Silver Plated,,
GVn06,Venedik Salata Kasesi,"Venedik Gümüş Kaplama Salata Kasesi, zarif sofralar ve seçkin sunumlar için tasarlanmış premium bir servis ürünüdür. Geniş iç hacmi sayesinde salata, meyve, atıştırmalık ve özel sunum ürünleri için estetik ve fonksiyonel kullanım sağlar. Şık tasarımıyla modern ve klasik dekorasyonlara uyum sağlayan bu özel kase; oteller, restoranlar için prestijli bir tamamlayıcıdır.",https://www.laledevri.com.tr/shop/venedik-salata-kasesi/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0015.jpg,in stock,11524.00 TRY,,Lale Devri,new,3498,Venice > Glassware and Bowls,no,,,Silver Plated,,
GVn05,Venedik Peçete Halkası,"Venedik peçete halkası, sofralarınıza zarif ve klasik bir dokunuş katmak için tasarlanmış özel bir masa aksesuarıdır. İnce işçiliği ve gümüş kaplama yüzeyi sayesinde hem günlük kullanımda hem de özel davetlerde sofralarınıza şıklık kazandırır.",https://www.laledevri.com.tr/shop/venedik-pecete-halkasi/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0055.jpg,in stock,709.50 TRY,,Lale Devri,new,6324,Venice > Napkin Holders,no,,,Silver Plated,,
GV02,Vektörel Peçete Halkası,"Vektörel gümüş kaplama peçete halkası, modern ve estetik tasarımıyla sofralarınıza şık bir dokunuş kazandıran dekoratif bir masa aksesuarıdır. Şık ve minimalist tasarımıyla hem modern hem de klasik masa düzenleriyle uyum sağlar.",https://www.laledevri.com.tr/shop/vektorel-pecete-halkasi/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0141.jpg,in stock,1612.50 TRY,,Lale Devri,new,6324,Vektorel > Napkin Holders,no,,,Silver Plated,,
G24,Minimal Dikdörtgen Çiçeklik,Minimal koleksiyonundan Dikdörtgen Çiçeklik ile sofralarınızda Lale Devri’ni yaşayın.,https://www.laledevri.com.tr/shop/minimal-dikdortgen-ciceklik/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0140.png,in stock,18533.00 TRY,,Lale Devri,new,602,Minimal > Vases,no,,,Silver Plated,,
G23,Minimal Chanel Çiçeklik,Minimal koleksiyonundan Chanel Çiçeklik ile sofralarınızda Lale Devri’ni yaşayın.,https://www.laledevri.com.tr/shop/minimal-chanel-ciceklik/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0158.jpg,in stock,9460.00 TRY,,Lale Devri,new,602,Minimal > Vases,no,,,Silver Plated,,
wc-1523,Minimal Ayaklı Servis,"Minimal koleksiyonundan Ayaklı Servis ile sofralarınızda Lale Devri’ni yaşayın. Ürün Ölçüler Yükseklik: 13 – 18,5 cm Uzunluk: 18 – 23 cm Ağırlık: 332 – 542 cm",https://www.laledevri.com.tr/shop/minimal-ayakli-servis/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0139.png,in stock,8062.50 TRY,,Lale Devri,new,3802,Minimal > Serving Plates,no,,,Silver Plated,,
GMRD3,Meridyen Vazo,Meridyen koleksiyonundan Vazo ile sofralarınızda Lale Devri’ni yaşayın.,https://www.laledevri.com.tr/shop/meridyen-vazo/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0138.jpg,in stock,9417.00 TRY,,Lale Devri,new,602,Meridyen > Vases,no,,,Silver Plated,,
GKS7,Kösem Kabartmalı Bardak,Kösem koleksiyonundan Kabartmalı Bardak ile sofralarınızda Lale Devri’ni yaşayın.,https://www.laledevri.com.tr/shop/kosem-kabartmali-bardak/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0137.jpg,in stock,4214.00 TRY,,Lale Devri,new,3498,Kosem > Glassware and Bowls,no,,,Silver Plated,,
GKN15,Kanuni Mini Lokumluk,"Kanuni koleksiyonundan Mini Lokumluk ile sofralarınıza zerafet katın. Ürün Ölçüler Yükseklik: 2,5 cm Çap: 6 cm Ağırlık: 47-50 gr",https://www.laledevri.com.tr/shop/kanuni-mini-lokumluk/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0136.jpg,in stock,1677.00 TRY,,Lale Devri,new,3498,Kanuni > Glassware and Bowls,no,,,Silver Plated,,
GKN13,Kanuni Grisinilik 16cm,"Klasik ihtişamı modern sunum anlayışıyla buluşturan Kanuni Grisinilik gümüş kaplama kase, seçkin sofralar ve prestijli sunumlar için özel olarak tasarlanmıştır. Zarif formu, detaylı işçiliği ve parlak gümüş kaplama yüzeyi sayesinde bulunduğu ortama sofistike bir atmosfer kazandırır. Kuruyemiş, lokum, çikolata, draje, özel ikramlıklar ve dekoratif sunumlar için ideal olan bu premium kase; oteller, özel davetler, nişan organizasyonları ve lüks masa düzenlerinde şıklığın tamamlayıcı parçası olur. Ürün Ölçüsü: 6x16cm",https://www.laledevri.com.tr/shop/kanuni-grisinilik/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0135.jpg,in stock,6288.75 TRY,,Lale Devri,new,3498,Kanuni > Glassware and Bowls,no,,,Silver Plated,,
